customer_id,adopted_new_product
C1379-677993,0
C62616-597090,0
C7183-577752,0
C30075-456638,0
C36054-237962,1
C35467-808138,0
C99708-77409,0
C17785-703045,1
C51793-363774,0
C77008-105039,1
C97525-808327,0
C61368-824278,1
C1722-893161,1
C40909-747758,0
C82665-449657,0
C74282-928225,1
C93165-102150,1
C11764-925317,1
C35837-867009,0
C89663-970532,1
C38809-59125,1
C97099-810929,1
C68347-114694,1
C89499-686290,0
C67398-994468,0
C32087-44502,0
C15950-591952,0
C45520-390408,0
C33021-889132,0
C34108-593672,0
C83659-974215,0
C34120-137590,0
C20681-964334,0
C89029-664521,1
C23151-316031,0
C49581-425682,0
C36508-89794,1
C94106-774891,0
C44723-872284,0
C438-501017,0
C11444-795958,0
C15996-494916,1
C29811-491282,1
C56376-642203,0
C19641-54696,0
C82410-394417,0
C37298-87631,0
C24170-696671,0
C11222-52219,0
C80659-423253,0
C41886-724561,1
C99904-964671,0
C6837-597968,0
C51671-609421,0
C17950-382498,1
C75010-642523,0
C96543-714701,1
C57232-159828,0
C82150-32638,0
C56946-526994,0
C54720-625639,0
C15417-199077,0
C74138-245701,1
C95605-345358,0
C14019-577516,0
C40074-297337,0
C13084-663136,1
C33139-996704,1
C83791-663083,1
C10716-767433,1
C50172-731788,1
C24674-570444,1
C32833-750685,1
C2150-477778,0
C32513-333875,1
C55719-950643,1
C35500-326982,0
C43101-227580,1
C45128-936524,0
C80535-500496,1
C81570-835601,0
C61765-681172,0
C82956-864808,0
C62583-267574,0
C7757-869853,1
C25525-275861,0
C97920-492573,0
C26031-142689,0
C29292-886267,0
C46642-584640,1
C42620-989547,0
C81221-416992,0
C33842-305677,0
C10003-625696,0
C9616-25077,1
C84182-568999,0
C71819-494430,0
C92208-498151,0
C86331-416125,0
C65182-789642,1
C51856-626788,1
C2569-222809,0
C49808-352622,0
C49238-636558,1
C47738-819596,0
C2819-476158,0
C22990-747936,1
C77336-757251,0
C92224-419794,1
C91759-448392,0
C75518-831600,1
C34932-647574,0
C72645-371984,1
C31675-762638,1
C1107-489326,0
C71081-433485,1
C47617-849201,0
C13381-785288,1
C26760-410802,1
C82297-763523,0
C80495-342004,0
C9177-970789,1
C21295-119841,0
C44164-699649,1
C31698-732124,0
C27182-33675,0
C44669-369503,1
C14388-886640,0
C89286-351129,1
C76032-915617,0
C78897-668831,1
C52407-909573,1
C53368-562731,0
C20082-198485,0
C2080-761415,0
C48390-321621,1
C26485-931986,1
C18739-997102,1
C69016-835158,0
C8811-265207,1
C83070-879006,1
C85653-611650,0
C38927-984444,1
C44959-669206,0
C53725-427253,1
C52198-654189,0
C626-66028,1
C34631-738754,0
C74844-528090,1
C5209-441304,1
C49368-285636,1
C54715-98641,0
C85808-346099,1
C60212-911659,0
C30115-472909,0
C83409-100279,0
C26243-874382,1
C6254-256152,1
C21904-594916,1
C51295-976142,1
C30187-563018,1
C38659-659846,0
C96447-26750,0
C74541-889120,1
C49253-191387,1
C45104-200585,0
C23498-46821,0
C82005-989579,1
C65741-520467,1
C57760-877749,0
C2025-506937,0
C26115-430530,1
C13729-663138,0
C46263-282438,0
C98611-593129,0
C66535-421692,0
C33762-665073,0
C21388-218397,0
C95181-907394,0
C15413-261773,0
C72815-504734,1
C79248-232242,0
C83286-751757,0
C28480-358646,0
C2456-547908,0
C70426-937159,1
C89999-73119,0
C20149-140986,0
C75817-559280,1
C761-714335,0
C37512-464531,1
C3020-82707,1
C60415-987852,0
C79661-365333,0
C98756-341614,0
C74231-318845,1
C39543-318918,1
C80918-192097,1
C31685-349775,1
C77639-817584,0
C27058-171833,0
C45450-448814,0
C12301-427930,0
C84978-599407,1
C27590-218633,0
C78401-880133,1
C33242-366095,1
C45065-82809,0
C4748-273954,0
C35233-950293,1
C61372-809096,0
C64774-698788,0
C13860-587430,0
C52333-341286,0
C76719-352212,0
C88676-322986,1
C36046-168080,1
C51986-308704,0
C15663-134869,1
C67378-439830,0
C18409-119880,0
C81637-348127,0
C381-352561,0
C29956-189225,0
C34097-25688,0
C35157-892805,0
C65761-47369,0
C15498-411389,1
C9210-685933,1
C32656-286136,0
C10325-197557,0
C23296-867643,0
C48420-782452,0
C36587-831520,1
C50238-668932,0
C42923-170768,1
C31990-775274,1
C47155-303850,0
C19608-372040,0
C27084-49539,0
C8225-871445,0
C36159-509585,0
C69669-566149,1
C87228-69767,1
C85250-980799,1
C26023-275846,0
C29265-257820,0
C65065-680785,1
C27823-887266,0
C35743-650085,0
C22712-133260,1
C94077-883485,1
C6571-708648,0
C64832-532456,1
C1277-276043,1
C81989-743124,0
C11656-914062,0
C27087-584966,0
C58448-288030,0
C87263-461890,1
C39410-684629,0
C56188-61035,0
C50215-382703,1
C7251-492107,0
C57816-727170,1
C12389-355293,0
C18843-484825,1
C21775-514611,0
C65529-201865,1
C34168-468101,0
C9535-23603,0
C34184-398878,1
C36551-98176,0
C65781-42679,0
C68676-123856,1
C64274-292500,0
C17733-66157,0
C77331-674246,1
C68488-153483,1
C16114-10567,0
C33855-828251,0
C40490-204391,0
C87036-591813,0
C4458-116501,1
C94118-19269,0
C88800-850719,0
C55854-125325,0
C76429-429846,1
C31107-648264,1
C91402-433311,0
C14310-370269,0
C54724-109095,0
C68108-170625,1
C69349-99963,0
C10856-313583,0
C68111-615879,1
C14584-913889,0
C73894-258418,1
C45213-815546,0
C74169-932471,0
C98217-574051,1
C95773-191478,0
C48704-755195,1
C10626-76300,0
C29082-668421,0
C20203-55798,1
C39991-273406,0
C29401-769090,1
C91752-499932,0
C18852-728138,0
C98012-568034,1
C82305-215935,0
C98552-509150,0
C13495-704536,0
C86057-470752,0
C76659-353666,1
C9815-541390,0
C19269-193470,0
C16263-982028,0
C5882-984006,1
C88277-966615,1
C35685-259947,0
C47964-584935,0
C84516-430611,0
C55214-873765,0
C38167-744448,0
C18173-870732,1
C90617-813770,0
C65550-23953,1
C71071-215004,0
C98964-481521,1
C12429-170720,0
C34694-734890,0
C31850-95967,1
C73900-975927,1
C48995-192414,1
C5756-172124,0
C63840-189783,1
C64409-618471,0
C6001-437210,0
C23529-890754,1
C89199-323483,0
C33713-716771,0
C18368-921261,0
C72066-59107,0
C79464-191988,1
C46432-839322,1
C25132-483287,0
C59574-798987,0
C29894-506673,0
C28241-865308,0
C23391-823157,0
C41668-331600,1
C54923-51283,0
C23412-161403,0
C43208-889652,0
C67018-881329,0
C41879-853660,0
C68928-523220,0
C98823-896095,0
C57109-673509,0
C71329-953024,1
C70117-332013,1
C96420-991862,0
C60528-21331,0
C59453-521382,0
C16152-615097,0
C53520-444398,1
C771-829808,1
C263-103407,0
C41524-280224,1
C4898-102752,0
C10849-251954,0
C94047-403076,1
C21323-295545,1
C73030-15599,0
C26135-428070,1
C19977-780884,0
C64141-613932,0
C53452-705287,1
C31011-699957,1
C32884-525309,0
C33260-649096,0
C90636-158490,0
C64741-760298,1
C6272-359164,0
C42180-932275,0
C90453-414083,0
C93061-966521,0
C28702-677312,1
C51499-852975,1
C56592-252447,0
C30211-628066,1
C92360-77596,0
C42091-282322,0
C94394-360403,1
C7888-614039,0
C28182-703690,0
C16631-834698,0
C9966-58569,0
C64127-173310,0
C92701-136209,1
C30056-94956,0
C23988-739322,0
C96818-658221,0
C7010-297615,1
C46957-484224,0
C6078-46465,0
C87627-261147,0
C59865-719910,1
C60803-138469,1
C17005-292483,0
C58379-800124,0
C89589-649535,1
C45100-338786,0
C70219-339116,0
C77525-952868,0
C77911-816809,0
C77071-310057,1
C61432-44764,0
C76372-101715,0
C50508-565206,1
C56949-413444,0
C28144-850951,1
C94970-378490,0
C58812-224405,1
C43641-164795,1
C23487-11571,0
C49008-511399,0
C55831-202681,0
C24958-797675,0
C46586-622541,0
C20667-147337,1
C29839-413546,0
C3854-748612,1
C8806-452558,0
C51712-981025,0
C6026-411013,0
C56547-496451,1
C29906-30900,0
C22756-108786,1
C3181-615542,0
C47801-119658,1
C10905-631530,1
C63537-934941,0
C12187-244499,1
C82717-490062,0
C9696-644768,1
C18413-532800,0
C66649-644941,1
C2123-706128,0
C92297-734189,0
C61727-329166,0
C33948-534070,0
C15479-788148,0
C27866-886387,0
C94833-926500,1
C23325-404001,1
C36827-260134,1
C63746-854326,1
C28831-281075,1
C69026-807074,0
C6097-27067,0
C55606-850288,0
C78329-717732,1
C49915-650035,1
C66177-748798,0
C13528-385331,1
C44034-398397,0
C57875-828068,0
C81680-947746,0
C6356-444439,0
C1751-880989,0
C27486-902387,1
C21721-321060,1
C75664-792207,0
C34151-350938,0
C3571-907105,0
C95904-928780,0
C46950-538997,0
C54320-410492,1
C93908-891687,1
C90206-28499,1
C83920-130507,0
C83469-72724,1
C25222-317464,0
C22536-645031,0
C43063-654578,0
C26301-698612,0
C15178-145130,0
C94948-305743,1
C42921-258004,0
C67255-149756,0
C23352-303234,1
C262-135414,0
C34842-144651,0
C2743-565400,1
C40885-728723,0
C15992-423469,0
C77554-607984,1
C77565-786933,0
C2639-774552,0
C22769-569903,0
C20744-731334,0
C27028-281690,0
C18422-454721,1
C57814-103382,0
C82012-212573,1
C91106-247011,1
C19546-775197,1
C2436-283720,1
C7621-493185,1
C46860-529853,0
C55818-844753,0
C67269-203597,1
C13240-404466,1
C68773-938666,1
C69386-326003,1
C90123-654665,0
C48877-519106,0
C18808-377197,1
C12919-743283,0
C96434-159104,0
C15039-369184,0
C27724-563108,1
C6923-532351,1
C81916-303583,1
C13665-991694,0
C48663-969158,1
C88764-182020,1
C79125-355883,1
C32758-252136,0
C72047-996036,1
C21484-512780,0
C88083-872574,0
C67921-697762,1
C37811-69883,0
C6630-781068,1
C65894-650543,1
C382-12286,0
C79573-961056,1
C1998-126110,0
C85220-408917,0
C89187-671867,0
C54500-154672,0
C25250-374015,1
C56581-316124,0
C33791-793598,0
C16254-963681,1
C8104-677533,0
C55526-577316,1
C92151-919849,0
C15136-110667,1
C95765-882816,1
C30190-882609,0
C87589-512425,0
C26575-15347,0
C18988-522730,1
C81723-170250,0
C59265-680975,0
C95748-212450,1
C25656-259820,1
C18199-773248,0
C13330-486434,0
C29109-347751,0
C84346-237290,0
C41955-11594,0
C32702-604934,0
C27616-331135,0
C76329-141370,0
C98845-176262,1
C88060-933295,1
C55177-869079,0
C48881-131489,0
C98796-230242,1
C51039-673525,1
C10549-811079,0
C50390-11422,1
C86761-936901,0
C73054-55216,0
C58910-28242,1
C83397-43541,0
C65777-426580,0
C46838-327774,0
C12209-319372,0
C22110-330444,0
C8887-74387,0
C18451-442580,0
C21878-772458,1
C28465-747691,1
C11102-207817,1
C94940-242314,1
C34328-826792,0
C51975-501444,0
C31755-312062,0
C49516-509256,0
C77275-49678,1
C98334-300588,0
C98444-101766,0
C71463-257291,1
C32862-11513,0
C50239-935636,0
C14949-560098,1
C35392-746209,1
C74913-560676,0
C54406-633045,0
C67128-191062,0
C96098-988301,0
C50600-602320,1
C58743-807939,0
C43046-481798,0
C72792-418828,0
C85536-845319,1
C92591-542354,1
C6681-245057,1
C64146-301312,1
C26749-321279,1
C14667-71859,0
C80504-216064,1
C62044-817692,1
C28903-128155,0
C18330-390378,1
C31359-176287,0
C293-188724,0
C42170-402095,0
C40297-252930,0
C94005-259407,1
C26612-746945,1
C29033-140236,0
C4478-316749,0
C40683-841145,0
C85471-495543,0
C75968-209708,0
C73969-417193,0
C83475-160137,1
C17643-293970,0
C94711-886764,1
C96138-266515,1
C3928-118867,1
C65433-916025,1
C5563-324873,0
C70548-880362,0
C4748-432761,0
C33723-179277,0
C59256-919675,0
C49434-647189,1
C99921-121747,0
C21486-501218,0
C52880-981664,0
C61540-336746,0
C61135-407888,0
C55384-107040,0
C22532-516087,1
C64189-782969,1
C78782-533997,1
C46837-477003,0
C34642-984199,0
C10751-963931,1
C79031-251046,1
C24406-169910,1
C71525-893778,1
C10158-501167,0
C46719-870418,0
C19639-161282,0
C60158-726549,1
C22885-649411,1
C94575-878918,0
C2382-371283,0
C34724-465629,1
C31805-799798,1
C61149-978197,1
C62593-87338,1
C84262-12320,1
C82379-107565,0
C47875-446205,0
C75869-177078,1
C66777-650940,0
C88603-659362,0
C68903-556375,1
C93476-381613,0
C71542-107152,0
C17397-813742,0
C94433-81198,0
C47598-707518,1
C11220-339449,0
C22952-315420,1
C79339-665335,0
C91675-275327,0
C5844-88604,0
C7169-987538,0
C42459-825527,0
C98846-258676,0
C93862-252367,0
C37326-751460,0
C26517-833324,0
C18793-536370,0
C84192-916555,1
C71949-347032,0
C23273-34257,1
C30503-771538,1
C71775-655393,0
C18900-25469,0
C25472-765738,0
C64018-187293,0
C27816-833168,0
C15948-149926,1
C2032-630569,1
C5598-230274,1
C50198-383734,0
C64486-455486,0
C62543-944799,1
C238-37117,1
C458-676938,0
C30754-957722,0
C25979-997332,0
C37872-314213,1
C58578-307791,0
C26862-513776,0
C13383-173929,1
C55668-968206,0
C85190-325146,0
C20319-704191,0
C44795-274527,0
C78088-125114,0
C19051-504530,0
C35528-131447,1
C92121-232116,0
C75874-107108,0
C39075-89584,0
C1808-296081,1
C28408-629616,0
C7784-397097,0
C13993-134990,0
C66518-365882,0
C38735-566913,0
C78618-995569,1
C62254-91717,0
C13091-256608,0
C68444-290230,1
C36693-237100,0
C69438-399125,0
C94389-566476,0
C18454-207609,0
C52071-43593,1
C41962-487177,0
C98768-670780,0
C19603-639946,0
C48556-601531,0
C82135-545278,1
C8116-886518,0
C62420-453490,0
C80118-316364,1
C68126-927938,0
C50976-662800,0
C90202-239546,0
C27203-199670,0
C86798-951724,1
C51251-86121,0
C17711-966467,0
C56722-773697,0
C77942-461822,0
C37076-165407,0
C10986-58620,0
C32892-613435,1
C86256-81865,1
C78571-482753,1
C8168-668437,1
C7395-760422,0
C11490-583656,1
C20231-480051,0
C52427-322561,0
C93818-446475,1
C77164-428529,1
C48611-600068,1
C33055-560026,0
C74185-439928,0
C70821-995061,0
C80907-468199,1
C71412-609532,0
C89933-187865,0
C46192-901930,0
C10450-977902,1
C23882-477495,0
C61302-578803,0
C30850-294315,0
C16666-713377,0
C7290-809237,0
C38433-261522,0
C89671-804262,0
C32021-882778,0
C99632-914654,0
C71221-295993,0
C74863-836286,0
C15749-429518,0
C73563-778151,0
C46254-740400,0
C7116-116326,0
C48788-554900,1
C54338-537827,0
C68803-924798,1
C27017-879690,0
C62651-694733,1
C58261-753882,0
C70912-433261,0
C19108-599040,0
C53484-417972,1
C16309-855209,0
C91030-892433,0
C43248-316802,0
C32541-880149,0
C62468-597977,0
C23578-501463,0
C85816-271644,0
C12280-621076,1
C15472-318821,0
C54140-272104,0
C71468-809945,1
C63215-342647,0
C19071-70295,1
C5455-546270,0
C54220-687493,1
C38442-930040,0
C78960-83262,1
C20908-735558,0
C76496-582525,0
C85240-977667,1
C62361-443760,0
C2200-629270,1
C62097-25913,0
C36709-185171,1
C8116-150209,0
C51913-166523,0
C19711-968260,0
C3966-455308,1
C32345-170454,0
C44824-792492,1
C81129-378584,0
C30531-928278,1
C18008-993108,0
C41092-700794,0
C55450-265955,0
C69661-494067,0
C52055-18896,0
C61340-553576,0
C20193-377897,0
C46707-551063,0
C33587-779755,0
C56647-309626,1
C4526-232873,1
C47932-342107,0
C45771-62344,1
C2304-903075,0
C87365-934728,1
C52528-175583,0
C25068-854439,1
C26523-87255,0
C61315-308460,0
C38558-814053,0
C96862-373649,0
C89488-927674,0
C79015-836948,0
C33083-805235,0
C24089-891352,1
C36181-483291,1
C27145-605503,0
C44869-174172,1
C44705-721206,0
C39221-553529,0
C31533-463673,0
C43409-83614,1
C43627-735397,0
C77327-680755,0
C592-727157,0
C93518-750828,0
C93444-416327,1
C5551-120685,0
C87278-839733,0
C63164-85338,1
C96666-512553,0
C66255-122543,1
C14222-593399,0
C71002-287610,1
C76353-763319,0
C36291-121152,0
C63169-429010,1
C84488-566223,1
C81151-577218,0
C19810-644578,1
C63327-120069,1
C74771-303011,0
C83696-374863,1
C68423-951150,0
C19802-932113,1
C55941-469270,1
C92864-412719,1
C85844-320949,0
C9271-46321,0
C99032-950673,0
C45840-610983,1
C75831-447880,1
C66741-235050,1
C63332-915737,0
C15517-507613,1
C98234-102741,0
C30061-885916,1
C9356-517057,1
C34781-417837,1
C91428-716052,0
C2971-674488,0
C46102-671170,1
C43098-302156,0
C61944-17246,0
C47957-550247,0
C20800-421727,0
C60415-680161,0
C21054-826082,0
C47076-726146,0
C80678-279334,0
C14370-633536,0
C31008-321790,1
C62533-164444,0
C61350-311638,0
C88791-222909,1
C17064-806846,0
C37826-170166,0
C57249-885928,1
C50076-285044,0
C3932-21713,1
C90911-265481,1
C34248-228142,0
C61340-48492,0
C88554-151077,1
C77216-82443,0
C22418-204484,1
C77887-302965,1
C85260-551240,0
C26664-856467,1
C22512-534842,0
C51101-600055,0
C35617-930126,1
C23164-233228,1
C85831-346486,0
C2808-71638,1
C57715-860254,0
C10114-503519,0
C64525-453498,0
C47235-577334,1
C30981-166750,0
C97122-314445,1
C78177-537114,0
C74804-737137,1
C52974-928631,1
C69187-628883,0
C33020-405906,0
C31945-983819,1
C33972-893784,1
C95202-771317,0
C85874-941367,0
C19556-782076,0
C33376-700403,0
C19973-444936,0
C37225-929368,1
C274-659585,1
C44914-767377,0
C70582-714777,0
C34775-979680,0
C19019-87891,0
C79847-396082,1
C56284-434891,1
C18724-91427,1
C67491-827879,0
C58102-467947,0
C1581-174457,1
C56508-862159,0
C19577-773775,1
C17366-71736,1
C86428-893371,1
C11354-578375,0
C86710-18805,1
C37427-303144,0
C72927-449586,1
C67060-126632,0
C19652-190894,1
C23720-946792,0
C31902-714642,1
C85124-675825,0
C26149-703562,1
C46320-188136,0
C46263-137208,0
C88378-124787,0
C52013-798000,0
C98605-107302,0
C95656-986397,1
C26017-874431,0
C2088-604401,0
C14356-564173,0
C87828-31000,0
C45933-143205,0
C41267-888596,0
C60810-959897,0
C94526-557264,1
C94903-549089,1
C81830-239566,0
C34610-365531,1
C94867-301221,0
C29184-427734,1
C40487-853250,1
C74916-470667,0
C2742-859076,1
C42237-178179,0
C79932-941703,1
C48542-973778,0
C3094-689433,1
C55376-559160,1
C60372-924624,0
C42151-758195,0
C2020-911328,0
C76972-983091,1
C2193-18888,0
C13005-346767,0
C24451-237018,0
C82389-755534,1
C2526-178246,1
C4238-681477,0
C4117-676298,1
C10551-294557,0
C63056-313336,0
C1234-231290,0
C95767-878850,0
C54418-686003,0
C60228-536427,0
C88156-122243,0
C21381-349532,0
C73888-805618,0
C53153-335192,0
C50589-818385,0
C66997-560599,0
C60130-748080,0
C70006-726350,0
C76262-102951,0
C82622-554512,1
C33558-861011,0
C82509-419263,0
C43616-494573,1
C86047-372709,0
C86764-217687,0
C12955-329835,0
C20125-753772,0
C4558-280674,1
C47295-400232,1
C24517-255314,1
C7452-29275,1
C73639-123369,1
C31807-175803,0
C7396-908799,0
C25498-205670,1
C35942-999407,0
C13361-845639,0
C76809-663541,1
C67273-494269,1
C5203-346901,0
C31274-508010,1
C64550-421600,1
C35536-914761,0
C16054-358020,0
C82822-573605,0
C98599-225397,0
C2287-532229,0
C57720-284966,0
C14487-831962,0
C91783-467875,1
C17513-341896,1
C56458-492527,1
C92520-241622,1
C90163-217685,0
C7068-249312,0
C1800-353112,1
C54416-950386,0
C5620-14815,0
C31054-698840,0
C72717-98192,0
C90326-554046,1
C29445-354014,0
C92465-157851,0
C47961-757286,1
C49398-493554,1
C3553-120084,0
C85380-859722,1
C85025-954080,0
C36420-644350,0
C30149-105084,1
C2020-45848,0
C44037-574358,1
C12307-540057,0
C33072-466560,0
C71188-227691,1
C29016-873615,0
C71796-223276,0
C61610-962781,1
C58792-864686,0
C15910-60991,0
C30109-550216,1
C51040-201310,1
C36568-913181,1
C47997-392520,0
C30175-458832,0
C59291-726288,1
C33372-449016,0
C27148-289586,1
C95530-736301,0
C817-934706,0
C94736-973637,0
C51859-652351,0
C2681-990350,0
C55580-674434,0
C76167-117159,0
C25407-731482,0
C96471-88915,0
C37045-857978,0
C48037-111662,1
C90201-637518,1
C88099-80097,0
C45376-236668,0
C91981-178149,0
C79798-713725,0
C80030-269695,1
C2990-48335,0
C93405-840322,0
C68942-458902,1
C42339-694240,0
C14783-235115,0
C89311-346784,0
C55712-959414,1
C59297-769726,0
C11677-470598,1
C20276-636735,0
C44486-63640,1
C93683-849499,1
C76774-937246,0
C66125-874150,0
C26169-690670,1
C59149-407045,0
C32921-186877,0
C17099-542001,0
C62622-646807,0
C38812-628020,0
C76609-248643,0
C6959-823543,0
C49622-503625,0
C4986-329456,0
