business_id,cashflow_shortfall_amount,shortfall_flag
B8780-442170,32831.81,0
B84996-486402,27707.09,0
B47354-580488,-7130.17,1
B46943-647827,13995.88,0
B96701-475982,34691.85,0
B31716-408578,14442.92,0
B7500-882726,15376.08,0
B51507-137381,13268.76,0
B59140-470932,12984.92,0
B29399-58679,26696.62,0
B5639-914530,10696.86,0
B90372-769977,-28235.1,1
B91512-920365,9148.15,0
B86931-324321,30804.02,0
B4087-392105,54210.03,0
B86516-496739,44813.41,0
B3536-500649,22407.59,0
B74390-545733,18595.9,0
B5995-674845,-24765.82,1
B19838-794212,15959.19,0
B94760-474022,-12382.03,1
B45814-482817,8471.32,0
B43584-263395,1483.86,0
B43625-815754,44524.75,0
B63308-899460,12170.24,0
B33928-214931,-4002.76,1
B401-407001,21509.5,0
B66335-956147,18785.48,0
B65826-156682,10379.07,0
B6202-608276,28314.58,0
B50436-932087,13648.08,0
B11193-590518,23832.84,0
B57058-11843,18922.12,0
B82174-370783,22618.84,0
B99813-660178,53742.14,0
B45117-764770,9848.44,0
B10747-789964,17717.18,0
B8816-688265,21469.5,0
B2468-425928,5241.76,0
B91183-972576,18933.84,0
B88022-614581,22502.28,0
B32197-682118,3796.83,0
B11066-478504,2903.37,0
B99257-95946,5539.76,0
B49826-127005,11650.48,0
B50400-59114,17153.45,0
B55709-533951,15182.78,0
B53106-776727,-1783.19,1
B15438-685995,53172.44,0
B68127-374570,35207.33,0
B48847-465544,28834.55,0
B54121-318723,328.29,0
B69778-89666,-7590.27,1
B72715-735075,37017.88,0
B94576-171581,6648.64,0
B90952-839179,76852.78,0
B3443-700091,7870.15,0
B59738-516041,15343.68,0
B61489-353488,9311.43,0
B9535-493577,20322.04,0
B54440-630435,34668.21,0
B60503-814895,11231.95,0
B35347-595279,-11087.25,1
B79705-877890,-7387.68,1
B16464-211211,42184.6,0
B4711-526666,-3213.98,1
B27763-942989,18955.28,0
B57779-540322,2746.85,0
B49215-547110,16395.61,0
B91107-348448,15307.24,0
B66487-52702,29209.35,0
B18171-973948,27103.15,0
B72469-908116,-3258.36,1
B70688-71866,31516.0,0
B97956-890525,25071.45,0
B20864-413560,23409.08,0
B86127-451234,11888.43,0
B3473-810205,46332.63,0
B97632-774130,123.98,0
B27450-338054,-11161.94,1
B76897-202623,18831.84,0
B20458-885504,14140.35,0
B3367-349921,68611.02,0
B82845-392669,-4076.11,1
B26192-488805,44008.27,0
B512-185690,38294.02,0
B18988-131877,19178.3,0
B47395-553686,-3209.49,1
B83142-222527,-11581.73,1
B59131-368667,-20268.21,1
B88826-425483,6857.85,0
B44911-636367,31387.42,0
B36308-417659,27925.56,0
B43386-867036,10251.89,0
B21452-31084,8550.7,0
B55169-770511,2847.04,0
B14497-91183,37807.21,0
B41655-369165,49607.36,0
B828-695387,35558.36,0
B40054-594580,14027.19,0
B79559-446848,30330.84,0
B64032-115319,35124.12,0
B35370-721280,8049.64,0
B59263-206098,58146.49,0
B11230-907636,52036.44,0
B87608-66674,18895.99,0
B60666-785240,28698.15,0
B66803-638848,-4238.37,1
B27292-209807,10417.39,0
B11274-853997,54849.94,0
B74560-616971,1469.3,0
B48236-424039,46656.08,0
B21777-441182,-26367.19,1
B88958-157094,13685.07,0
B91892-142119,-23047.12,1
B91367-401952,25776.35,0
B15585-749500,-4711.1,1
B9535-840353,19877.32,0
B99935-744674,-6059.72,1
B33691-615654,13823.75,0
B67741-748024,-10204.82,1
B22800-969038,-17919.12,1
B20659-716058,19009.57,0
B61742-972632,10943.91,0
B76639-972114,4227.03,0
B91462-906506,34558.08,0
B13943-276780,22028.03,0
B71826-608226,-3453.68,1
B17740-987018,60961.52,0
B52836-215886,18959.78,0
B19187-682034,15127.18,0
B41530-556789,2852.26,0
B78959-13189,11094.68,0
B99757-359957,20476.73,0
B11075-428060,-24717.52,1
B21547-16088,22703.02,0
B90569-619468,-3152.13,1
B24059-908562,-986.48,1
B66303-192676,9738.63,0
B33407-827839,-5855.37,1
B47705-832948,41017.56,0
B57143-515601,19493.84,0
B97107-915020,-15940.08,1
B82944-327667,-5518.05,1
B27632-321037,-24510.8,1
B34449-723212,-8289.96,1
B58241-302293,32273.76,0
B23893-778106,13344.11,0
B1115-421087,43730.62,0
B62392-891163,17098.73,0
B4258-875072,18361.66,0
B62780-370833,17878.49,0
B18117-819187,19355.51,0
B8802-190176,40140.87,0
B23674-321082,23539.04,0
B69272-171373,35625.26,0
B4909-211321,7125.45,0
B32301-177946,44387.09,0
B34916-556172,-18079.1,1
B45206-631420,27958.62,0
B54032-718416,-2416.53,1
B17200-122169,-1856.78,1
B36287-959209,-851.34,1
B58117-803734,13240.88,0
B50022-251111,7698.78,0
B37231-962532,18374.76,0
B74063-952445,-16973.19,1
B24385-94614,20062.53,0
B37541-295697,-8056.45,1
B53782-487021,1788.43,0
B26034-907589,42885.78,0
B75845-798547,32196.23,0
B97339-476616,12552.39,0
B52429-591117,10696.2,0
B43188-44247,79559.57,0
B20063-768865,15153.7,0
B55223-241476,29422.4,0
B14488-742820,16733.38,0
B5669-980892,3894.1,0
B69936-536970,-3673.3,1
B36686-922069,35774.72,0
B71874-647420,7213.96,0
B11737-439533,13945.47,0
B41340-258362,33832.95,0
B83907-422303,1153.98,0
B33534-966171,-4002.38,1
B69824-18151,-17605.31,1
B11414-529906,35925.36,0
B87144-960294,51126.95,0
B87605-164639,32391.92,0
B93329-147758,8562.95,0
B51845-417006,37092.15,0
B81918-138364,42644.96,0
B52896-600371,-6887.4,1
B79204-212115,30403.13,0
B59499-28141,33350.99,0
B50528-989734,34094.95,0
B402-976930,30278.3,0
B5222-818836,-3770.38,1
B84817-483130,12781.2,0
B73788-269291,5387.61,0
B90925-48715,-3346.83,1
B1162-719162,-8005.13,1
B7661-451078,30924.83,0
B82252-816845,-12497.01,1
B26169-171068,-6996.08,1
B81364-288680,-3427.04,1
B63081-679202,38974.91,0
B28124-556551,46130.04,0
B1705-933639,848.79,0
B71258-703511,-237.04,1
B77249-831264,6727.25,0
B56238-437857,-17358.31,1
B76225-807417,21752.2,0
B16489-460105,8435.91,0
B30205-938307,23054.78,0
B64423-773052,-3152.04,1
B58167-728179,4796.09,0
B37076-12435,35252.67,0
B78577-857164,12067.77,0
B42633-686580,5777.18,0
B20718-959090,21137.44,0
B88058-233138,-14338.9,1
B9965-481337,41924.3,0
B5387-125037,-6129.12,1
B34487-528657,8965.35,0
B19316-117978,-6651.1,1
B79867-841324,2219.27,0
B97929-396186,44347.13,0
B36358-97480,15518.95,0
B96673-560144,-9184.15,1
B335-467650,-11818.58,1
B43029-565048,18998.56,0
B8667-116106,29798.46,0
B44025-285483,-17409.67,1
B8107-648184,-3848.4,1
B41932-787719,13422.9,0
B86840-494203,-4835.02,1
B19382-108774,-22065.95,1
B24030-994153,17228.52,0
B177-87736,26728.85,0
B17084-859725,37048.04,0
B43403-605635,3470.47,0
B75146-142024,21593.07,0
B39811-825683,20436.32,0
B71620-467791,40395.89,0
B34116-839884,6683.25,0
B18481-918329,15995.77,0
B92363-26514,30047.82,0
B11402-956620,6170.09,0
B67606-864484,-4220.84,1
B55017-422458,-4345.7,1
B71424-663138,-6869.18,1
B5508-510913,16370.58,0
B25153-816261,411.56,0
B9546-18117,38357.13,0
B97820-129229,-7170.19,1
B82970-790853,4224.22,0
B32365-579269,-2682.51,1
B29586-482452,2415.83,0
B40731-873310,12018.44,0
B3856-409194,25750.55,0
B16578-58663,22053.66,0
B77934-492899,37427.41,0
B76016-514362,23610.08,0
B73419-444292,13350.05,0
B60379-586003,14067.93,0
B53128-641163,15319.69,0
B226-654509,30846.26,0
B65410-708815,12691.09,0
B86166-691704,17964.61,0
B44427-26525,11678.03,0
B47982-947401,10512.2,0
B22216-904088,18935.77,0
B36344-174745,-10105.8,1
B47623-53643,5154.88,0
B39382-643450,20257.53,0
B56364-586098,-13475.4,1
B57645-172868,10595.48,0
B39324-544040,51423.03,0
B98045-155550,26131.39,0
B40838-603178,-1738.9,1
B49788-357160,-21339.07,1
B8677-779748,66151.59,0
B70607-331800,7606.17,0
B87995-697891,19642.34,0
B16341-39071,8715.99,0
B46263-542781,-2616.96,1
B49940-665274,-17279.44,1
B52953-921775,23957.26,0
B42049-199017,4518.33,0
B2582-453518,25668.0,0
B24542-84818,-2657.0,1
B93601-551055,6316.07,0
B2179-819704,30596.26,0
B90497-522380,-22919.74,1
B33636-93883,2168.78,0
B64177-832520,45294.52,0
B48402-753141,41027.12,0
B28965-743731,20469.15,0
B38100-905581,-15948.17,1
B11585-91917,35525.33,0
B38665-20534,28542.09,0
B25622-846817,28924.87,0
B55268-454068,-3072.11,1
B12442-494730,36805.93,0
B99885-658335,4838.66,0
B26499-186587,8554.24,0
B55206-31913,39399.55,0
B24260-403660,-5758.83,1
B85695-837287,2244.4,0
B16132-60808,13216.98,0
B2298-354750,-10505.51,1
B36320-244653,36626.94,0
B41974-497695,-8831.61,1
B31519-791812,-6933.5,1
B42980-815711,22357.03,0
B15458-264381,20006.29,0
B1379-538151,6076.28,0
B62616-649032,24198.77,0
B7183-466969,-18478.57,1
B30075-205582,22998.24,0
B36054-704414,8499.16,0
B35467-171959,-15506.86,1
B99708-998686,42753.05,0
B17785-264563,2566.65,0
B51793-217745,16474.36,0
B77008-375335,21305.14,0
B97525-761944,3891.79,0
B61368-656028,-21326.89,1
B1722-65258,-10070.67,1
B40909-836124,12980.59,0
B82665-756569,22515.98,0
B74282-53623,18133.06,0
B93165-831513,-1414.48,1
B11764-433012,17543.46,0
B35837-986276,8627.92,0
B89663-327773,12266.31,0
B38809-46740,19574.87,0
B97099-666731,27810.92,0
B68347-277813,-372.34,1
B89499-328745,34145.47,0
B67398-193665,15561.26,0
B32087-148004,42608.92,0
B15950-707780,-23346.6,1
B45520-290031,14290.52,0
B33021-903746,19542.24,0
B34108-243496,6815.04,0
B83659-574001,3870.12,0
B34120-583818,2097.68,0
B20681-240577,-12086.04,1
B89029-908393,20892.22,0
B23151-927292,17743.35,0
B49581-638862,7646.54,0
B36508-424141,25838.8,0
B94106-32513,43371.17,0
B44723-173234,30629.45,0
B438-61356,-20048.7,1
B11444-556819,23559.46,0
B15996-825326,-9515.2,1
B29811-290206,2922.13,0
B56376-722358,-12851.73,1
B19641-257199,33010.81,0
B82410-899876,11069.13,0
B37298-889969,-7156.3,1
B24170-546273,-5467.66,1
B11222-568667,26214.05,0
B80659-376606,30497.53,0
B41886-396633,2346.05,0
B99904-646033,13892.84,0
B6837-408098,-5177.03,1
B51671-908558,34989.43,0
B17950-794836,9814.72,0
B75010-650731,22724.88,0
B96543-488949,19183.6,0
B57232-194895,-1274.75,1
B82150-635058,8853.35,0
B56946-915224,5549.6,0
B54720-480936,34472.07,0
B15417-660758,6449.83,0
B74138-893901,25465.59,0
B95605-966805,2242.04,0
B14019-122401,1141.57,0
B40074-602668,18061.56,0
B13084-128050,34402.34,0
B33139-123312,-763.32,1
B83791-640593,-1332.58,1
B10716-115276,19211.66,0
B50172-880571,-6372.48,1
B24674-576153,37701.94,0
B32833-783910,11889.08,0
B2150-860705,15698.29,0
B32513-156176,21246.08,0
B55719-600688,22688.18,0
B35500-466173,24381.73,0
B43101-803427,-14450.26,1
B45128-804003,-276.67,1
B80535-552790,-5641.4,1
B81570-555350,22940.03,0
B61765-686479,18584.62,0
B82956-854087,-23714.18,1
B62583-111389,20172.08,0
B7757-847512,22810.77,0
B25525-492861,-11183.49,1
B97920-210955,1906.7,0
B26031-892608,17392.35,0
B29292-359828,33792.07,0
B46642-476787,-9795.55,1
B42620-774385,-9523.07,1
B81221-411168,42152.57,0
B33842-268655,17136.13,0
B10003-737501,9513.03,0
B9616-525952,-2053.87,1
B84182-983524,-22972.42,1
B71819-339746,7597.85,0
B92208-331797,28044.53,0
B86331-58393,7049.43,0
B65182-375963,-7210.59,1
B51856-29927,-5959.08,1
B2569-936650,-3644.17,1
B49808-451173,13302.8,0
B49238-328382,6117.69,0
B47738-290365,25056.96,0
B2819-32934,31146.67,0
B22990-856642,-6531.84,1
B77336-864542,11869.67,0
B92224-222607,3288.86,0
B91759-745634,2118.88,0
B75518-765000,27694.63,0
B34932-301040,24547.48,0
B72645-522753,8928.89,0
B31675-244797,50270.29,0
B1107-352433,12457.43,0
B71081-525476,-7387.63,1
B47617-481589,4990.0,0
B13381-328588,-1732.7,1
B26760-765965,43686.57,0
B82297-691263,9703.51,0
B80495-109940,-21949.66,1
B9177-502224,-13667.64,1
B21295-602595,36322.32,0
B44164-419422,50291.21,0
B31698-406919,6623.57,0
B27182-615939,6141.89,0
B44669-825037,9924.08,0
B14388-992791,37307.01,0
B89286-949234,41648.59,0
B76032-283281,10434.41,0
B78897-847804,17915.82,0
B52407-285940,36626.9,0
B53030-447992,11338.47,0
B53368-576121,37538.67,0
B20082-487525,-7791.56,1
B2080-586764,25281.44,0
B48390-806281,-10907.62,1
B26485-134462,-26129.1,1
B18739-793421,-7928.75,1
B69016-483244,-18698.9,1
B8811-49653,44654.87,0
B83070-548961,26181.35,0
B85653-989382,-2906.04,1
B38927-611075,17187.7,0
B44959-525593,3859.09,0
B53725-844731,-5911.06,1
B52198-659727,2648.34,0
B626-90376,19902.92,0
B34631-254575,-2323.91,1
B74844-127507,4316.6,0
B5209-497052,9552.45,0
B49368-785300,5272.0,0
B54715-741951,-3695.32,1
B85808-504319,-3529.19,1
B60212-149749,32678.18,0
B30115-262886,8052.71,0
B83409-815063,23481.9,0
B26243-857138,13348.47,0
B6254-996854,13130.5,0
B21904-377424,42883.82,0
B51295-200312,-12563.0,1
B30187-992910,-18377.28,1
B38659-577475,359.16,0
B96447-629544,-207.7,1
B74541-756010,18085.38,0
B49253-88614,23023.45,0
B45104-64270,13130.65,0
B23498-126068,16888.28,0
B82005-740298,15465.3,0
B65741-978626,5952.49,0
B57760-443091,4661.66,0
B2025-779872,43289.05,0
B26115-542861,43927.17,0
B13729-187885,13373.13,0
B46263-643696,4195.74,0
B98611-56337,-1781.54,1
B66535-57797,29334.74,0
B33762-166079,-8099.39,1
B21388-578499,-3614.76,1
B95181-809319,51619.94,0
B15413-506523,-17543.25,1
B72815-80771,-996.48,1
B79248-159565,949.88,0
B83286-438699,707.41,0
B28480-178437,11811.51,0
B2456-49294,-11794.35,1
B70426-516163,-14457.88,1
B89999-805538,2691.53,0
B20149-76479,11630.16,0
B75817-790080,-1232.28,1
B761-303543,-8572.42,1
B37512-157336,23800.6,0
B3020-979328,6001.72,0
B60415-532180,23499.37,0
B79661-520138,33718.63,0
B98756-903757,15240.08,0
B74231-681933,354.59,0
B39543-632664,-14439.36,1
B80918-512960,28911.7,0
B31685-527318,25229.13,0
B77639-492723,-17618.84,1
B27058-676192,28340.66,0
B45450-109693,-12656.36,1
B12301-574465,14479.08,0
B84978-865665,7053.82,0
B27590-81316,825.81,0
B78401-728563,26185.42,0
B33242-536856,8201.9,0
B45065-302068,6909.73,0
B4748-318014,-2416.85,1
B35233-398029,-7851.72,1
B61372-974404,14924.43,0
B64774-207264,38661.17,0
B13860-636519,13721.41,0
B52333-668005,-1680.43,1
B76719-219495,13488.01,0
B88676-796603,9789.61,0
B36046-50424,16975.08,0
B51986-235738,-24965.4,1
B15663-703218,26782.38,0
B67378-992493,15035.59,0
B18409-10447,26020.81,0
B81637-983116,1011.56,0
B381-555505,10441.94,0
B29956-84703,5078.11,0
B34097-876356,-23576.23,1
B35157-403346,29911.32,0
B65761-639160,21619.53,0
B15498-787058,49923.71,0
B9210-223180,11253.36,0
B32656-842603,29124.43,0
B10325-769265,8116.4,0
B23296-432825,-414.72,1
B48420-241203,4229.26,0
B36587-607249,2878.76,0
B50238-619114,14964.64,0
B42923-481412,2978.86,0
B31990-263353,3129.42,0
B47155-747235,-1904.94,1
B19608-680772,3237.87,0
B27084-679408,21742.91,0
B8225-816066,31209.25,0
B36159-977791,8420.04,0
B69669-386369,13653.46,0
B87228-647895,30017.16,0
B85250-705702,10171.56,0
B26023-686665,-15876.8,1
B29265-644777,42797.75,0
B65065-363126,4782.81,0
B27823-389114,41229.91,0
B35743-906753,-8699.92,1
B22712-327424,10342.56,0
B94077-925944,28109.25,0
B6571-718073,8947.77,0
B64832-770580,17486.05,0
B1277-392464,5545.08,0
B81989-41108,-26312.26,1
B11656-40241,1298.51,0
B27087-338915,3646.7,0
B58448-657908,19145.2,0
B87263-185299,3389.57,0
B39410-688308,469.98,0
B56188-565659,-564.44,1
B50215-225658,14961.72,0
B7251-22742,26075.58,0
B57816-504512,23103.52,0
B12389-740179,11866.12,0
B18843-519574,18117.0,0
B21775-172127,22058.89,0
B65529-250321,25794.32,0
B34168-84864,-5539.18,1
B9535-362715,12762.64,0
B34184-238895,10575.38,0
B36551-961344,21361.06,0
B65781-825974,-11593.55,1
B68676-297615,21972.41,0
B64274-319310,-2026.51,1
B17733-52666,-10448.27,1
B77331-702712,16316.13,0
B68488-214384,19754.99,0
B16114-856368,20603.79,0
B33855-304126,10073.34,0
B40490-346264,-10069.59,1
B87036-762752,28318.6,0
B4458-90986,7572.82,0
B94118-412251,11376.24,0
B88800-392898,4628.71,0
B55854-891388,8774.84,0
B76429-914574,16214.91,0
B31107-265469,10346.16,0
B91402-276448,-14637.15,1
B14310-538835,34933.81,0
B54724-90420,4452.05,0
B68108-888382,-1404.75,1
B69349-895838,4334.17,0
B10856-249828,-9471.7,1
B68111-691864,20350.34,0
B14584-820273,50661.23,0
B73894-705231,24244.83,0
B45213-487990,-16295.48,1
B74169-289492,21748.74,0
B98217-914574,15439.16,0
B95773-540862,-9000.14,1
B48704-88007,11949.68,0
B10626-792597,-3342.72,1
B29082-727986,23791.52,0
B20203-621482,17761.04,0
B39991-845626,-12194.75,1
B29401-226346,40109.82,0
B91752-571592,16356.02,0
B18852-125530,10524.15,0
B98012-126509,7339.07,0
B82305-284588,44831.88,0
B98552-646944,-14396.6,1
B13495-562950,21395.43,0
B86057-258328,13802.89,0
B76659-144362,13.79,0
B9815-76632,22382.88,0
B19269-934564,5946.43,0
B16263-374209,27599.37,0
B5882-287330,22175.87,0
B88277-450964,27434.19,0
B35685-270826,-2202.88,1
B47964-855518,36772.44,0
B84516-829189,7698.93,0
B55214-387792,4948.14,0
B38167-517526,5379.04,0
B18173-715489,-14851.93,1
B90617-87590,9313.61,0
B65550-889519,26951.04,0
B71071-269453,-13887.67,1
B98964-435191,2872.86,0
B12429-401812,-842.44,1
B34694-771233,5887.34,0
B31850-461259,18578.44,0
B73900-136864,4395.63,0
B48995-612103,48149.42,0
B5756-236452,-4818.7,1
B63840-673773,17034.08,0
B64409-29637,22390.04,0
B6001-597896,19289.5,0
B23529-375910,8722.32,0
B89199-672886,-13849.45,1
B33713-559669,-26111.97,1
B18368-281442,26203.78,0
B72066-136098,8034.3,0
B79464-668890,15526.88,0
B46432-198634,9790.63,0
B25132-785055,5265.52,0
B59574-156146,1454.33,0
B29894-859274,1253.53,0
B28241-740646,-3964.99,1
B23391-89419,14709.07,0
B41668-771755,29951.69,0
B54923-751347,-1772.7,1
B23412-335365,-14707.49,1
B43208-625239,21745.01,0
B67018-31986,13741.41,0
B41879-59037,-326.39,1
B68928-948144,1377.77,0
B98823-403008,39181.75,0
B57109-559641,-8789.19,1
B71329-559020,36182.32,0
B70117-769430,-17515.51,1
B96420-334470,34976.4,0
B60528-169615,17894.39,0
B59453-800172,9344.04,0
B16152-602185,5209.96,0
B53520-406317,-32407.43,1
B771-26552,2450.21,0
B263-627735,22634.55,0
B41524-797854,6606.81,0
B4898-414566,42116.88,0
B10849-358399,-14788.06,1
B94047-139344,5487.4,0
B21323-895279,34938.99,0
B73030-144198,2929.46,0
B26135-322553,-3683.36,1
B19977-422617,12979.21,0
B64141-355425,33870.28,0
B53452-147094,-22914.54,1
B31011-445647,-4901.61,1
B32884-243095,26365.55,0
B33260-43408,-7921.25,1
B90636-76527,17108.57,0
B64741-401160,24704.6,0
B6272-834425,-6314.45,1
B42180-544317,43211.01,0
B90453-720947,50350.04,0
B93061-567155,21191.96,0
B28702-895804,-4912.18,1
B51499-687286,-605.43,1
B56592-437413,2640.03,0
B30211-665249,-10647.87,1
B92360-223883,948.09,0
B42091-570372,25417.18,0
B94394-923243,7545.02,0
B7888-592145,3072.27,0
B28182-390993,25320.25,0
B16631-280229,11949.47,0
B9966-31414,21999.81,0
B64127-104652,-5254.71,1
B92701-320380,-10435.8,1
B30056-655973,42828.49,0
B23988-645018,37297.42,0
B96818-647733,-9280.16,1
B7010-360327,3679.63,0
B46957-569004,4783.86,0
B6078-470374,55804.04,0
B87627-872236,6761.28,0
B59865-970733,16854.77,0
B60803-365717,26053.19,0
B17005-34217,14535.62,0
B58379-922144,-24390.09,1
B89589-554083,-3743.11,1
B45100-583229,2280.88,0
B70219-304506,31935.97,0
B77525-63098,37127.57,0
B77911-854749,10010.86,0
B77071-551286,15897.89,0
B61432-377830,5904.83,0
B76372-886889,26032.28,0
B50508-915795,-28971.15,1
B56949-708118,4117.03,0
B28144-524200,14879.98,0
B94970-754942,5320.4,0
B58812-569056,-12157.41,1
B43641-206603,20199.95,0
B23487-268365,29637.18,0
B49008-508578,-10581.53,1
B55831-599370,28653.74,0
B24958-350168,13533.4,0
B46586-118347,613.22,0
B20667-504016,43113.77,0
B29839-146661,27418.77,0
B3854-519059,7927.93,0
B8806-945289,13972.14,0
B51712-302329,1353.78,0
B6026-874451,30011.81,0
B56547-199642,30128.1,0
B29906-863421,39087.2,0
B22756-931159,13379.05,0
B3181-208073,54228.89,0
B47801-533818,-768.63,1
B10905-584405,11637.71,0
B63537-886405,41718.08,0
B12187-24816,29006.71,0
B82717-402073,18395.9,0
B9696-653365,25912.85,0
B18413-408939,1652.86,0
B66649-631142,33531.2,0
B2123-753310,28364.29,0
B92297-946802,33380.99,0
B61727-327720,35746.29,0
B33948-749642,3725.08,0
B15479-475525,10106.75,0
B27866-157233,29156.89,0
B94833-361572,22562.33,0
B23325-960782,9163.47,0
B36827-623069,29066.64,0
B63746-777003,19292.17,0
B28831-454773,25860.89,0
B69026-159292,-7156.75,1
B6097-369869,21429.53,0
B55606-123412,21500.97,0
B78329-157027,-3398.39,1
B49915-973801,16923.45,0
B66177-843517,-3256.2,1
B13528-756084,6196.61,0
B44034-669208,9380.67,0
B57875-671301,18369.92,0
B81680-523605,37508.74,0
B6356-181012,23333.98,0
B1751-876408,-21547.75,1
B27486-429377,21659.12,0
B21721-87884,8468.34,0
B75664-435323,7429.56,0
B34151-11769,-978.24,1
B3571-24197,26982.43,0
B95904-423227,-13441.36,1
B46950-216507,-220.45,1
B54320-933305,27435.73,0
B93908-933943,16300.73,0
B90206-572583,-13336.07,1
B83920-690674,46243.11,0
B83469-854807,-2871.45,1
B25222-787181,-11226.57,1
B22536-464053,26817.68,0
B43063-104434,15444.49,0
B26301-543872,-9203.52,1
B15178-690565,22670.06,0
B94948-344264,359.37,0
B42921-11521,-28691.84,1
B67255-521260,-9345.46,1
B23352-624628,16326.39,0
B262-937202,908.07,0
B34842-572682,35030.06,0
B2743-348989,12150.97,0
B40885-215177,15189.37,0
B15992-468761,28290.44,0
B77554-831455,-32969.53,1
B77565-461328,17210.92,0
B2639-648747,5971.22,0
B22769-693639,20072.59,0
B20744-647656,19062.86,0
B34621-662896,-322.23,1
B27028-857609,25321.98,0
B18422-749273,47794.22,0
B57814-826581,-13942.78,1
B82012-761606,15721.06,0
B91106-438664,19243.98,0
B19546-152189,11727.55,0
B2436-376399,-1733.0,1
B7621-776102,22054.35,0
B46860-331859,-10101.71,1
B55818-378690,2112.46,0
B67269-165695,21695.7,0
B13240-561043,-3424.86,1
B68773-842128,-21720.66,1
B69386-631387,13300.56,0
B90123-169893,18194.22,0
B48877-664653,7598.55,0
B18808-900132,13757.94,0
B12919-18976,10722.28,0
B96434-311629,-2900.5,1
B15039-199550,-2344.0,1
B27724-555192,34227.93,0
B6923-274680,15963.02,0
B81916-359038,19945.25,0
B13665-714999,-14272.57,1
B48663-202841,30720.06,0
B88764-700236,-8233.72,1
B79125-217603,58140.81,0
B32758-232085,-35224.63,1
B72047-73853,-9281.12,1
B21484-402928,-33780.91,1
B88083-424954,58274.88,0
B67921-569502,6396.69,0
B37811-342500,15670.15,0
B6630-175942,-32425.31,1
B65894-824063,-494.04,1
B382-183979,-989.63,1
B79573-592059,12503.3,0
B1998-782994,50220.37,0
B85220-187423,33373.36,0
B89187-724292,27461.59,0
B54500-610861,-8301.52,1
B25250-67874,13511.77,0
B56581-762984,29480.08,0
B33791-16267,29216.22,0
B16254-216626,20023.23,0
B8104-512960,6943.17,0
B55526-226240,9083.01,0
B92151-582362,24470.63,0
B15136-337185,12163.21,0
B95765-897810,3839.04,0
B30190-239856,-924.31,1
B87589-802534,-190.54,1
B26575-649016,-1740.03,1
B18988-344266,-2784.94,1
B81723-572881,-7329.39,1
B59265-392825,33497.47,0
B95748-600698,-11646.45,1
B25656-404531,-21904.1,1
B18199-35297,1556.79,0
B13330-255660,16691.05,0
B29109-784913,40448.1,0
B84346-316748,44552.0,0
B41955-651755,18797.98,0
B32702-781784,30082.58,0
B27616-681139,23524.53,0
B76329-78935,32450.06,0
B98845-444914,1739.1,0
B88060-483235,20712.14,0
B55177-415599,25910.98,0
B48881-337335,11086.97,0
B98796-24498,32450.06,0
