loan_id,days_to_early_default,default_flag
L72788-312275,1095,0
L64971-38001,1095,0
L14996-712515,1095,0
L48006-132144,431,1
L92228-118839,1095,0
L56824-743651,1095,0
L83299-133169,588,1
L61472-882923,1095,0
L50202-448311,1095,0
L89601-345538,1095,0
L71118-562134,1095,0
L60995-23949,680,1
L44139-791088,1095,0
L22251-349058,1095,0
L5466-879264,1095,0
L54385-912730,1095,0
L53203-460364,1095,0
L97897-21671,1095,0
L40550-253868,575,1
L82701-217450,1095,0
L17636-702015,1095,0
L84956-494066,700,1
L82557-640613,590,1
L34785-819885,1095,0
L60015-717614,1095,0
L69993-201701,1095,0
L82875-311983,1095,0
L89188-125140,1095,0
L61328-167196,1095,0
L55203-232739,1095,0
L89292-662188,1095,0
L66780-384721,1095,0
L81327-254445,1095,0
L76904-151419,1095,0
L21517-204148,1095,0
L53610-49274,506,1
L14450-499445,1095,0
L67306-999374,1095,0
L25574-566043,668,1
L12896-369813,1095,0
L92608-444575,665,1
L36656-118006,1095,0
L4982-170143,1095,0
L34469-965223,1095,0
L92528-782811,1095,0
L61358-720550,1095,0
L35858-25801,1095,0
L92637-153645,556,1
L7528-216410,1095,0
L98718-674894,1095,0
L8306-329816,633,1
L23524-883608,1095,0
L80520-135822,1095,0
L84972-289524,1095,0
L19267-88889,1095,0
L38155-963092,1095,0
L56969-656680,699,1
L80003-904007,1095,0
L90714-98750,1095,0
L96564-976851,1095,0
L38371-130113,1095,0
L43778-27648,1095,0
L1897-457156,1095,0
L74807-682485,1095,0
L7129-668114,1095,0
L88462-246058,1095,0
L76378-289630,1095,0
L87013-661193,1095,0
L67642-820493,1095,0
L11636-782526,704,1
L28949-300613,1095,0
L20598-523121,1095,0
L22628-408434,1095,0
L6892-905394,1095,0
L69523-404573,1095,0
L49016-891339,1095,0
L6859-678335,1095,0
L78290-130178,1095,0
L83001-592064,1095,0
L69513-207457,1095,0
L2895-234786,1095,0
L24336-526833,1095,0
L43764-627347,1095,0
L86615-680950,1095,0
L56946-962421,1095,0
L60070-180011,1095,0
L71647-312591,1095,0
L15712-88045,1095,0
L80605-854725,649,1
L77364-635991,1095,0
L67396-784344,1095,0
L45485-878994,1095,0
L64224-408597,503,1
L12863-894353,1095,0
L92523-40200,1095,0
L78465-773755,1095,0
L66475-509349,1095,0
L51448-179503,1095,0
L11246-321283,1095,0
L19087-414883,1095,0
L59546-427613,1095,0
L75583-606947,451,1
L5869-457522,1095,0
L12310-373176,710,1
L44330-531190,1095,0
L16205-454147,610,1
L35264-527320,1095,0
L70909-376162,1095,0
L17573-254982,1095,0
L67061-925187,1095,0
L46551-547020,1095,0
L51341-420064,1095,0
L28970-723426,1095,0
L8309-835321,1095,0
L94191-356315,1095,0
L94226-163016,1095,0
L96642-587993,1095,0
L5773-980559,1095,0
L9301-772571,1095,0
L43131-249999,1095,0
L88460-87056,1095,0
L19686-619855,1095,0
L45126-617320,1095,0
L42745-344643,1095,0
L66940-931187,1095,0
L11642-740079,651,1
L84415-698823,1095,0
L77601-633005,1095,0
L43963-449920,669,1
L75371-866708,1095,0
L14333-480370,1095,0
L10272-742010,525,1
L89382-224030,1095,0
L99353-537753,655,1
L48170-629256,1095,0
L21220-996401,1095,0
L28859-203600,1095,0
L79459-664041,1095,0
L65306-588197,1095,0
L31330-922635,1095,0
L79737-262594,1095,0
L18771-732280,1095,0
L65115-205579,1095,0
L41640-225031,1095,0
L93267-617483,1095,0
L32498-786316,1095,0
L95993-386525,1095,0
L7038-264291,1095,0
L58919-297925,1095,0
L73512-900343,1095,0
L97875-589748,1095,0
L89599-485872,1095,0
L69613-903431,1095,0
L24918-85600,703,1
L56266-295192,1095,0
L85467-835568,532,1
L16657-195866,596,1
L86701-984547,1095,0
L51483-395326,1095,0
L69162-280126,689,1
L45886-826172,1095,0
L58628-647756,1095,0
L15244-719967,1095,0
L81263-422961,1095,0
L56770-940348,1095,0
L2889-255118,572,1
L97272-300699,1095,0
L88690-600912,1095,0
L67920-239132,1095,0
L46003-723518,718,1
L31585-705568,1095,0
L84420-540848,1095,0
L90742-459332,1095,0
L93546-596654,1095,0
L17731-513604,1095,0
L99514-53854,1095,0
L53962-194643,1095,0
L67513-776644,1095,0
L26710-612323,1095,0
L47619-310006,1095,0
L13955-647754,1095,0
L59702-138302,1095,0
L62597-49380,1095,0
L75373-565849,1095,0
L37411-469735,1095,0
L58685-337451,1095,0
L60174-768730,1095,0
L64102-659498,1095,0
L47986-800257,1095,0
L91636-241660,1095,0
L10364-97694,1095,0
L56080-631627,1095,0
L40636-628333,1095,0
L71735-728572,1095,0
L20686-578114,1095,0
L14686-460106,715,1
L38187-630262,1095,0
L19504-513137,1095,0
L78158-631807,1095,0
L82578-939882,1095,0
L49207-146490,684,1
L96656-20460,1095,0
L94868-407117,1095,0
L96050-914317,1095,0
L62174-770789,1095,0
L7649-133447,585,1
L50492-721675,1095,0
L28745-91601,1095,0
L64073-124136,1095,0
L74101-394924,1095,0
L91234-400634,1095,0
L76170-546508,691,1
L77453-723933,1095,0
L90579-973693,1095,0
L46357-667599,1095,0
L96538-577161,1095,0
L69017-391195,1095,0
L39919-109853,1095,0
L74396-682422,1095,0
L71248-231084,1095,0
L49949-750452,1095,0
L40823-837802,1095,0
L72356-621999,1095,0
L6284-442852,1095,0
L29421-127491,1095,0
L89339-355977,1095,0
L39145-169254,1095,0
L5123-580925,1095,0
L3797-351689,1095,0
L39338-253836,1095,0
L87708-359664,1095,0
L651-267865,1095,0
L77863-933512,1095,0
L90157-326253,539,1
L50924-678593,1095,0
L4139-878255,1095,0
L25728-828501,1095,0
L15365-690374,1095,0
L10343-42403,717,1
L31758-522411,1095,0
L24050-304016,1095,0
L10216-779111,1095,0
L4840-27505,1095,0
L4156-987247,1095,0
L69687-955563,1095,0
L51307-163805,1095,0
L45854-64109,1095,0
L9397-897530,1095,0
L46940-345771,1095,0
L47909-724017,1095,0
L10166-443163,1095,0
L94632-482820,1095,0
L91380-133499,1095,0
L98198-801515,578,1
L48654-39137,1095,0
L58191-940713,1095,0
L72357-551434,1095,0
L37294-384314,1095,0
L85090-637685,1095,0
L92610-63374,451,1
L41894-115693,713,1
L57911-247593,1095,0
L93023-392962,1095,0
L20010-184850,1095,0
L83481-865326,1095,0
L54547-538235,1095,0
L12665-460055,1095,0
L8802-236252,628,1
L27949-625170,692,1
L57299-477448,1095,0
L21201-812157,1095,0
L51567-840636,1095,0
L92325-354233,1095,0
L72669-705283,1095,0
L96318-960099,1095,0
L963-587425,1095,0
L72684-713356,634,1
L8161-504108,674,1
L11532-150635,1095,0
L80784-31705,1095,0
L68137-939241,1095,0
L62068-734386,656,1
L78444-485122,631,1
L30466-145371,1095,0
L7599-123655,1095,0
L65631-571476,1095,0
L2493-184764,1095,0
L40246-486629,1095,0
L99487-986513,1095,0
L74428-517270,1095,0
L76497-876770,1095,0
L29006-719778,1095,0
L21153-717818,573,1
L3841-569011,1095,0
L53202-126940,1095,0
L72228-506083,1095,0
L10396-623338,1095,0
L70887-480742,627,1
L43365-243355,1095,0
L48562-159393,617,1
L54075-946220,1095,0
L82612-593163,1095,0
L21539-954477,485,1
L10571-535001,611,1
L48640-494703,1095,0
L8220-307409,1095,0
L50835-982851,1095,0
L10703-263232,1095,0
L60828-335830,1095,0
L97744-311639,1095,0
L56238-454372,1095,0
L74982-482263,1095,0
L43884-257249,1095,0
L43745-14412,542,1
L32522-137740,1095,0
L91465-724345,1095,0
L78526-810350,589,1
L62135-685473,1095,0
L78732-401878,566,1
L76600-650169,1095,0
L46972-742557,1095,0
L34297-777842,1095,0
L86184-518804,597,1
L9645-198795,1095,0
L5570-420084,1095,0
L64760-464493,1095,0
L88933-929092,1095,0
L78395-610968,1095,0
L66825-111640,1095,0
L33519-49376,1095,0
L37475-291109,1095,0
L38678-710434,646,1
L97309-256442,1095,0
L24937-139779,1095,0
L98232-907564,1095,0
L46684-846255,1095,0
L78009-757634,1095,0
L76942-99448,1095,0
L67418-805276,1095,0
L94038-286642,1095,0
L44890-444599,1095,0
L89859-967299,1095,0
L89741-43733,1095,0
L34670-24376,1095,0
L5001-152142,1095,0
L97506-41732,1095,0
L86066-17302,1095,0
L80831-359683,1095,0
L63715-135765,616,1
L11439-986041,1095,0
L96355-21238,1095,0
L59223-152389,451,1
L85051-873017,1095,0
L70594-82295,1095,0
L22466-116043,1095,0
L84768-240780,714,1
L38170-777883,1095,0
L1379-377163,1095,0
L93615-378559,396,1
L56870-288228,1095,0
L80453-360515,1095,0
L27761-735971,1095,0
L90753-53291,1095,0
L22136-196219,1095,0
L42866-600445,1095,0
L77247-460894,1095,0
L86862-16297,1095,0
L28428-330701,1095,0
L87533-922284,1095,0
L42957-771327,1095,0
L16794-665786,563,1
L93027-539194,1095,0
L98327-339182,1095,0
L97172-16462,1095,0
L51958-806038,1095,0
L89966-50339,1095,0
L15086-425127,681,1
L9821-206592,1095,0
L9324-570571,1095,0
L78465-615492,1095,0
L32304-499481,1095,0
L54753-195209,1095,0
L691-149298,1095,0
L69927-62638,1095,0
L61298-459421,1095,0
L93931-32457,542,1
L79434-630307,1095,0
L17342-886351,1095,0
L32855-632477,1095,0
L14163-575705,1095,0
L89677-492338,1095,0
L57027-546128,1095,0
L44221-515535,1095,0
L42427-926966,1095,0
L56006-467656,1095,0
L34649-597898,1095,0
L95267-766663,1095,0
L27648-360794,716,1
L5788-660695,1095,0
L66713-916844,1095,0
L89674-562558,1095,0
L20590-917840,602,1
L53602-703530,1095,0
L91970-515762,1095,0
L98922-479431,682,1
L16958-196674,589,1
L65315-305392,1095,0
L78750-364523,1095,0
L21813-554079,1095,0
L33716-612722,1095,0
L82605-675793,1095,0
L94498-248020,1095,0
L9633-290562,1095,0
L9231-269565,1095,0
L57735-476857,1095,0
L10920-953714,1095,0
L95128-335314,1095,0
L75609-15486,1095,0
L44562-442402,1095,0
L4972-534290,1095,0
L69037-252913,1095,0
L59171-715930,1095,0
L90433-921832,663,1
L46833-717698,1095,0
L98819-347976,1095,0
L82295-196591,1095,0
L32790-493623,1095,0
L89517-49788,1095,0
L14980-656755,1095,0
L6220-184425,717,1
L52549-385937,1095,0
L34426-872788,1095,0
L57202-703739,1095,0
L52616-415598,1095,0
L54032-732484,1095,0
L29812-285126,1095,0
L9144-684460,1095,0
L3915-30590,1095,0
L39516-356618,1095,0
L85967-202779,1095,0
L30309-593556,1095,0
L41446-475543,1095,0
L77343-961320,1095,0
L44922-620716,1095,0
L23692-164402,1095,0
L55719-307213,1095,0
L84662-879658,1095,0
L10403-152435,1095,0
L21808-968937,1095,0
L89031-239802,1095,0
L36065-692532,1095,0
L67207-404940,1095,0
L50253-444234,1095,0
L83750-87961,1095,0
L87412-622395,1095,0
L50459-184400,557,1
L75905-681151,1095,0
L57036-399380,1095,0
L51981-500089,1095,0
L96081-869316,1095,0
L23968-531529,1095,0
L10377-536624,1095,0
L40727-539137,1095,0
L83260-569588,1095,0
L93894-374105,1095,0
L47833-91691,1095,0
L27592-375440,1095,0
L6166-523973,595,1
L21314-956176,1095,0
L46729-931087,1095,0
L95029-441347,1095,0
L18946-303258,1095,0
L85856-998867,1095,0
L35335-980472,1095,0
L91022-275231,1095,0
L38070-746852,1095,0
L67316-654403,1095,0
L11702-738745,1095,0
L88919-196327,1095,0
L54864-26157,1095,0
L74327-14224,1095,0
L90970-804611,1095,0
L7949-17974,1095,0
L67835-972492,706,1
L13139-859093,1095,0
L34021-60498,1095,0
L43787-839637,576,1
L68236-427341,649,1
L59139-239560,1095,0
L29051-415714,1095,0
L52145-162800,1095,0
L25473-324596,1095,0
L25406-64155,520,1
L68608-184431,1095,0
L84641-462507,1095,0
L88480-295262,1095,0
L86814-150322,655,1
L71168-824972,1095,0
L21163-111396,1095,0
L24678-51267,700,1
L26695-924176,578,1
L22045-170940,1095,0
L98678-278214,675,1
L69087-210610,561,1
L42567-48815,1095,0
L11205-303299,1095,0
L47646-455738,1095,0
L99525-382259,1095,0
L9000-876534,1095,0
L96063-194413,636,1
L88344-715331,1095,0
L97029-657999,1095,0
L93420-818627,1095,0
L49282-974823,709,1
L34615-271193,1095,0
L2172-611911,1095,0
L63598-306507,1095,0
L30704-615785,1095,0
L38271-420498,678,1
L18094-937623,1095,0
L36378-873591,1095,0
L95753-910451,1095,0
L60461-300405,1095,0
L51414-600539,1095,0
L70061-734884,1095,0
L1162-630124,1095,0
L27084-554653,1095,0
L16283-887980,1095,0
L8197-427382,1095,0
L28173-989427,589,1
L6761-792285,1095,0
L21185-690296,642,1
L78255-921253,1095,0
L17117-984497,1095,0
L35058-224832,1095,0
L63003-348167,1095,0
L69018-984540,1095,0
L23011-195451,616,1
L61321-615585,1095,0
L75446-465933,672,1
L90457-576101,1095,0
L73806-296941,1095,0
L9868-535004,1095,0
L1758-823676,1095,0
L78868-604849,1095,0
L74028-440569,1095,0
L76807-506323,1095,0
L27175-860729,644,1
L93721-157835,1095,0
L80694-578157,1095,0
L28195-660040,1095,0
L68243-840798,677,1
L75670-560497,1095,0
L29040-695930,1095,0
L75756-545680,556,1
L97107-73325,717,1
L89206-708551,1095,0
L62010-766703,1095,0
L63978-777519,1095,0
L80457-633819,1095,0
L97750-675259,1095,0
L20726-490288,1095,0
L65359-115869,1095,0
L681-821289,502,1
L15518-845725,1095,0
L17198-632610,1095,0
L31501-750901,514,1
L26073-611424,1095,0
L34510-732494,1095,0
L83139-374869,1095,0
L32156-844158,1095,0
L55305-522678,615,1
L95067-834835,1095,0
L71567-715051,1095,0
L57644-216899,1095,0
L42393-289214,1095,0
L73974-748541,1095,0
L18054-570631,1095,0
L93592-330294,688,1
L88448-21974,1095,0
L30947-486131,1095,0
L39730-285380,1095,0
L18051-218658,593,1
L42302-211817,1095,0
L71670-802252,1095,0
L47779-789384,1095,0
L79898-746761,1095,0
L23221-487775,1095,0
L6713-154359,531,1
L50703-373006,1095,0
L37077-232232,1095,0
L90137-714544,1095,0
L91462-334500,1095,0
L74855-160508,1095,0
L41564-434015,1095,0
L32763-849515,486,1
L64876-722195,1095,0
L93862-150973,1095,0
L48222-435389,1095,0
L5871-498065,1095,0
L35501-253331,1095,0
L65696-571458,1095,0
L85836-412794,1095,0
L27698-727785,1095,0
L38362-374831,1095,0
L23388-62880,1095,0
L26363-728398,1095,0
L63225-490876,1095,0
L86309-424129,1095,0
L8281-999440,1095,0
L88478-179761,685,1
L81621-96790,1095,0
L96957-54552,1095,0
L8835-440643,1095,0
L45349-308703,1095,0
L34499-231571,409,1
L41327-965809,557,1
L22283-412591,1095,0
L3826-726979,1095,0
L31675-527214,1095,0
L80501-539893,1095,0
L79275-515912,1095,0
L2496-244062,1095,0
L8948-477242,1095,0
L11570-628861,1095,0
L67807-40900,1095,0
L8732-897075,1095,0
L87829-344506,1095,0
L96806-727295,1095,0
L78787-763684,666,1
L65888-938110,1095,0
L76148-870110,1095,0
L29814-744086,1095,0
L52792-322919,1095,0
L16219-988156,476,1
L69088-640342,1095,0
L70048-978982,1095,0
L32747-669086,701,1
L85533-199282,1095,0
L36370-334708,1095,0
L14874-733079,1095,0
L63885-961278,1095,0
L91171-57236,1095,0
L42258-224722,1095,0
L27390-343574,1095,0
L45104-226524,1095,0
L93237-47069,1095,0
L50018-283450,1095,0
L15383-68949,1095,0
L15771-579556,1095,0
L34120-408199,1095,0
L79276-649320,1095,0
L58389-672982,1095,0
L44378-117225,1095,0
L89259-636147,703,1
L63088-904656,1095,0
L98674-997606,1095,0
L77793-892790,1095,0
L48526-880653,1095,0
L88006-279832,1095,0
L97483-185240,1095,0
L31342-233940,637,1
L22442-758506,1095,0
L74676-452758,1095,0
L7829-725622,1095,0
L92037-352488,1095,0
L55753-69751,624,1
L34372-622912,1095,0
L31332-396619,1095,0
L59627-637386,537,1
L76473-251578,700,1
L61280-919157,1095,0
L60979-418472,1095,0
L86719-657229,628,1
L74707-579762,1095,0
L42689-37837,1095,0
L88264-631530,1095,0
L18427-117046,1095,0
L3201-561323,663,1
L40063-670737,1095,0
L17016-361581,1095,0
L80338-303418,1095,0
L80147-157868,710,1
L62040-624100,605,1
L44326-467868,1095,0
L88329-832421,1095,0
L7305-940255,1095,0
L40393-791104,1095,0
L27791-653257,1095,0
L51588-933847,689,1
L94329-426819,715,1
L15359-150238,676,1
L64018-411890,623,1
L77656-683151,1095,0
L57618-72687,1095,0
L46065-711837,709,1
L99077-681758,653,1
L34642-580554,1095,0
L84501-264091,1095,0
L16916-242535,1095,0
L28328-318814,1095,0
L23264-386341,1095,0
L54054-205178,1095,0
L30996-66093,1095,0
L42418-610936,1095,0
L78583-669425,1095,0
L62222-289549,1095,0
L16329-724899,1095,0
L13240-103066,1095,0
L90809-366795,1095,0
L44864-932317,1095,0
L26618-463808,1095,0
L54103-763622,715,1
L96870-587463,1095,0
L66130-24167,719,1
L94914-887392,1095,0
L17961-975838,1095,0
L48225-824282,1095,0
L41798-588410,1095,0
L27381-945139,1095,0
L99539-977625,1095,0
L91997-759066,1095,0
L63183-496889,1095,0
L9405-76555,1095,0
L70903-995441,1095,0
L92762-331981,1095,0
L52599-385643,1095,0
L92853-436636,1095,0
L11250-44998,1095,0
L2512-166711,652,1
L52404-514558,1095,0
L39527-859225,1095,0
L72161-895433,1095,0
L40068-969683,1095,0
L52906-981842,480,1
L31134-772262,1095,0
L83736-101548,1095,0
L84852-660235,658,1
L46363-407489,1095,0
L57812-372554,1095,0
L24019-484600,1095,0
L48267-852168,1095,0
L22809-679163,1095,0
L10796-608865,1095,0
L70030-616474,368,1
L14001-726229,1095,0
L84592-480120,1095,0
L17396-759709,1095,0
L88241-341039,1095,0
L65722-537042,1095,0
L87469-57928,1095,0
L42947-45722,1095,0
L17580-809088,1095,0
L643-535650,1095,0
L70447-571921,708,1
L57154-264691,1095,0
L35656-159518,1095,0
L92914-229251,682,1
L26374-188941,1095,0
L12664-204495,1095,0
L50142-852623,1095,0
L62771-220848,582,1
L1339-399028,1095,0
L54837-799470,1095,0
L78082-260097,1095,0
L59960-159238,1095,0
L4799-866658,541,1
L29725-972873,648,1
L67225-112357,710,1
L60985-380298,1095,0
L45666-75231,1095,0
L39200-375205,1095,0
L42222-67598,1095,0
L5564-571774,1095,0
L16420-577810,1095,0
L48109-440150,1095,0
L30385-232725,1095,0
L82835-867981,560,1
L11852-477358,1095,0
L80930-757860,673,1
L96584-400475,1095,0
L79495-259107,1095,0
L93949-519680,1095,0
L5794-297592,1095,0
L5761-293769,1095,0
L82260-682239,1095,0
L68719-802610,1095,0
L90979-211747,1095,0
L41056-872980,1095,0
L19732-115210,1095,0
L61069-211494,1095,0
L29695-741609,529,1
L96409-428985,515,1
L66054-164159,1095,0
L23621-680384,1095,0
L86707-35032,1095,0
L42004-32650,592,1
L53698-743772,1095,0
L80372-729418,1095,0
L77608-52330,532,1
L44143-230403,1095,0
L58033-142390,1095,0
L56102-105282,1095,0
L19636-532455,1095,0
L357-876700,1095,0
L65789-260783,1095,0
L50812-535458,1095,0
L13567-914173,1095,0
L52039-816745,1095,0
L21144-263839,1095,0
L96875-585574,1095,0
L93278-159080,1095,0
L57367-160808,539,1
L93076-719181,1095,0
L18351-183047,1095,0
L16961-999375,1095,0
L59905-326296,1095,0
L32398-29119,1095,0
L85596-984442,1095,0
L41145-294936,664,1
L50667-767653,1095,0
L59732-172371,717,1
L81074-376279,1095,0
L81110-105436,1095,0
L43267-879451,1095,0
L13900-228204,1095,0
L9448-223332,1095,0
L10398-577860,1095,0
L25710-945717,1095,0
L41329-897739,1095,0
L60854-378847,1095,0
L95187-317315,524,1
L43894-995617,1095,0
L45693-467168,1095,0
L1987-954443,1095,0
L59006-562302,1095,0
L62952-602093,1095,0
L28512-27386,1095,0
L97230-152205,1095,0
L58828-682872,1095,0
L8293-838319,673,1
L66392-115350,1095,0
L72222-94292,703,1
L43597-191791,475,1
L57063-162676,1095,0
L54047-741786,1095,0
L25160-242212,1095,0
L72494-245332,1095,0
L3550-578182,1095,0
L9448-103826,1095,0
L97150-860099,1095,0
L33593-853707,1095,0
L58133-654521,1095,0
L65798-619799,1095,0
L92479-642470,1095,0
L89745-278785,559,1
L52007-102113,556,1
L13304-217819,416,1
L83735-173073,1095,0
L71614-450364,1095,0
L51404-891178,1095,0
L33080-891991,1095,0
L23424-350336,1095,0
L49425-883017,1095,0
L79907-487315,1095,0
L72867-424807,670,1
L88512-711968,1095,0
L14430-885263,1095,0
L68911-847142,1095,0
L68373-204271,1095,0
L66431-96219,1095,0
L20134-812732,1095,0
L50523-89158,1095,0
L64591-149597,672,1
L6791-441875,1095,0
L88466-78821,1095,0
L23382-943612,1095,0
L45889-299251,1095,0
L9036-100881,1095,0
L25178-455884,1095,0
L1664-721676,717,1
L10927-608267,1095,0
L2831-57209,1095,0
L24571-510554,1095,0
L22855-401594,1095,0
L55658-566374,703,1
L37608-643941,1095,0
L29214-151711,1095,0
L74790-23117,1095,0
L37306-952056,541,1
L89385-723416,1095,0
L16550-627956,1095,0
L87683-615461,1095,0
L83459-849646,1095,0
L16863-723035,1095,0
L79639-705240,1095,0
L25407-425811,1095,0
L27690-868602,1095,0
L74492-913882,697,1
L15491-794973,1095,0
L60638-713022,1095,0
L49854-616296,1095,0
L34690-71398,1095,0
L96681-156980,1095,0
L29569-414386,1095,0
L5330-850159,1095,0
L28925-149387,630,1
L51095-291625,1095,0
L76983-731528,1095,0
L46859-522357,1095,0
L25003-873122,1095,0
L54506-196497,1095,0
L13373-920261,706,1
L38267-625595,1095,0
L87112-372154,1095,0
L78296-919330,1095,0
L44592-41475,1095,0
L16948-417627,614,1
L10797-184912,1095,0
L47884-519225,1095,0
L97576-285574,1095,0
L23753-642892,1095,0
L51246-218262,1095,0
L3287-510828,1095,0
L96416-494619,1095,0
L89504-127421,1095,0
L15678-923955,1095,0
L53178-861102,672,1
L96056-726543,1095,0
L11092-425719,1095,0
L54119-864249,1095,0
L91119-332180,1095,0
L57069-962693,1095,0
L90817-624250,1095,0
L31468-554961,1095,0
L98859-780415,1095,0
L53454-611991,1095,0
L37543-234297,1095,0
L78102-401517,1095,0
L23609-339265,550,1
L68390-261099,1095,0
L73024-87136,605,1
L79186-629243,1095,0
L63554-928491,1095,0
L89095-651566,1095,0
L88950-121516,710,1
L27118-905470,1095,0
L90439-556782,1095,0
L64293-774438,1095,0
L70094-368097,1095,0
L62624-801204,1095,0
L73580-618530,1095,0
L62359-20475,1095,0
L20176-906860,706,1
L31141-932407,1095,0
L26432-840153,683,1
L18813-900384,1095,0
L39225-690447,1095,0
L95790-747970,1095,0
L39635-727520,1095,0
L78125-306172,1095,0
L39770-920100,1095,0
L43364-777336,1095,0
L33568-703543,1095,0
L25163-567943,1095,0
L50694-683286,1095,0
L56495-450912,1095,0
L9611-832571,1095,0
L45520-41328,1095,0
L60073-554467,1095,0
L51842-444253,605,1
L77760-21839,1095,0
L325-203243,686,1
L78835-521542,1095,0
L32748-211843,1095,0
L11631-844773,1095,0
L63033-63928,1095,0
L49016-234115,1095,0
L30926-633079,1095,0
L23237-861037,685,1
L73888-947621,1095,0
L57311-650387,1095,0
L5369-72836,1095,0
L4309-725818,1095,0
L71269-494405,1095,0
L28804-139624,1095,0
L84974-216798,1095,0
L79066-162185,1095,0
L87160-161099,1095,0
L66118-220664,615,1
L38579-142061,1095,0
L8181-232905,584,1
L61995-14631,1095,0
L9597-407342,1095,0
L1948-661568,1095,0
L37906-973201,1095,0
L44861-731979,1095,0
L91062-246974,691,1
L14556-903712,1095,0
L97295-98732,677,1
L85295-728622,1095,0
L84306-20820,657,1
L71453-224432,1095,0
L89007-411783,606,1
L21028-646330,579,1
L80308-512627,1095,0
L22838-965389,588,1
L21562-468210,585,1
L59207-629093,1095,0
L93026-776805,1095,0
L55187-596465,1095,0
L77694-140416,616,1
L56516-651944,599,1
L49448-144508,1095,0
L92050-660591,1095,0
L4394-642098,1095,0
L68990-923747,1095,0
L99844-162796,1095,0
L43959-595592,1095,0
L12662-251592,1095,0
L46029-401179,1095,0
L45060-996651,1095,0
L21779-935580,1095,0
L46638-265929,714,1
L42685-914288,1095,0
L12473-286956,1095,0
L87180-537597,1095,0
L31117-805224,1095,0
L98238-972250,1095,0
L99917-465025,527,1
L79968-653324,1095,0
L65857-418308,1095,0
L87412-606803,556,1
L95201-237745,1095,0
L61161-976807,1095,0
L58984-849466,1095,0
L44767-966772,1095,0
L28105-618973,1095,0
L84008-744143,717,1
L55575-905053,1095,0
L50129-982740,1095,0
L6197-497595,1095,0
L41728-318671,1095,0
L21762-456499,1095,0
L99600-480180,1095,0
L22678-366973,1095,0
L87885-664409,1095,0
L11109-240312,1095,0
L96449-557195,1095,0
L47204-17006,1095,0
L60020-974194,1095,0
L26193-185458,1095,0
L23197-77030,1095,0
L25846-125704,1095,0
L52000-319813,1095,0
L87564-223099,1095,0
L75182-339559,1095,0
L54223-105553,1095,0
L50724-934281,615,1
L61994-668771,624,1
L46968-463490,608,1
L31829-916075,587,1
L16489-827304,1095,0
L3726-488039,1095,0
L93209-364582,1095,0
L4570-689162,1095,0
L48464-856840,1095,0
L37915-96229,1095,0
L322-241992,557,1
L68950-545931,1095,0
L85947-840963,1095,0
L8425-93015,1095,0
L60285-17920,1095,0
L47033-473279,1095,0
L82145-585459,1095,0
